date,opponent,attendance,home_away,win_lose,points_scored,opponent_points_scored,game_duration,game_duration_seconds,year,team_name
2014-11-22,Connecticut,24012,home,W,41,0,03:11:00,11460.0,2014,Cincinnati
2014-11-29,Temple,21255,home,W,14,6,03:14:00,11640.0,2014,Cincinnati
2014-12-06,Houston,24606,home,W,38,31,03:24:00,12240.0,2014,Cincinnati
2014-12-27,+  Virginia Tech,34277,home,L,17,33,03:15:00,11700.0,2014,Cincinnati
2015-09-05,Alabama A&M,39095,home,W,52,10,03:16:00,11760.0,2015,Cincinnati
2015-09-12,Temple,38112,home,L,26,34,03:45:00,13500.0,2015,Cincinnati
2015-09-19,Miami (Ohio),18484,home,W,37,33,03:29:00,12540.0,2015,Cincinnati
2015-09-24,Memphis,45172,home,L,46,53,04:07:00,14820.0,2015,Cincinnati
2015-10-01,Miami (Fla.),40101,home,W,34,23,03:26:00,12360.0,2015,Cincinnati
2015-10-16,Brigham Young,57612,home,L,24,38,03:24:00,12240.0,2015,Cincinnati
2015-10-24,Connecticut,40124,home,W,37,13,03:36:00,12960.0,2015,Cincinnati
2015-10-31,UCF,30131,home,W,52,7,02:56:00,10560.0,2015,Cincinnati
2015-11-07,8  Houston,32889,home,L,30,33,03:34:00,12840.0,2015,Cincinnati
2015-11-14,Tulsa,35015,home,W,49,38,03:46:00,13560.0,2015,Cincinnati
2015-11-20,South Fla.,26522,home,L,27,65,03:52:00,13920.0,2015,Cincinnati
2015-11-28,East Caro.,40743,home,W,19,16,03:38:00,13080.0,2015,Cincinnati
2015-12-24,+  San Diego St.,22793,home,L,7,42,03:03:00,10980.0,2015,Cincinnati
2016-09-01,Tenn.-Martin,28520,home,W,28,7,03:10:00,11400.0,2016,Cincinnati
2016-09-10,Purdue,33068,home,W,38,20,03:25:00,12300.0,2016,Cincinnati
2016-09-15,Houston,40015,home,L,16,40,03:26:00,12360.0,2016,Cincinnati
2016-09-24,Miami (Ohio),38112,home,W,27,20,03:22:00,12120.0,2016,Cincinnati
2016-10-01,25  South Fla.,33108,home,L,20,45,03:17:00,11820.0,2016,Cincinnati
2016-10-08,Connecticut,24169,home,L,9,20,03:29:00,12540.0,2016,Cincinnati
2016-10-22,East Caro.,32022,home,W,31,19,03:33:00,12780.0,2016,Cincinnati
2016-10-29,23  Temple,29763,home,L,13,34,03:03:00,10980.0,2016,Cincinnati
2016-11-05,Brigham Young,37522,home,L,3,20,02:58:00,10680.0,2016,Cincinnati
2016-11-12,UCF,30346,home,L,3,24,03:06:00,11160.0,2016,Cincinnati
2016-11-18,Memphis,25796,home,L,7,34,03:02:00,10920.0,2016,Cincinnati
2016-11-25,Tulsa,18550,home,L,37,40,03:31:00,12660.0,2016,Cincinnati
2017-08-31,Austin Peay,30831,home,W,26,14,03:04:00,11040.0,2017,Cincinnati
2017-09-09,Michigan,111384,home,L,14,36,03:35:00,12900.0,2017,Cincinnati
2017-09-16,Miami (Ohio),21811,home,W,21,17,03:35:00,12900.0,2017,Cincinnati
2017-09-23,Navy,33134,home,L,32,42,03:09:00,11340.0,2017,Cincinnati
2017-09-30,Marshall,35736,home,L,21,38,03:36:00,12960.0,2017,Cincinnati
2017-10-07,6  UCF,27253,home,L,23,51,03:40:00,13200.0,2017,Cincinnati
2017-10-14,21  South Fla.,43708,home,L,3,33,03:13:00,11580.0,2017,Cincinnati
2017-10-21,Southern Methodist,30885,home,L,28,31,03:29:00,12540.0,2017,Cincinnati
2017-11-04,Tulane,20798,home,W,17,16,03:00:00,10800.0,2017,Cincinnati
2017-11-10,Temple,22773,home,L,24,35,03:22:00,12120.0,2017,Cincinnati
2017-11-18,East Caro.,31923,home,L,20,48,03:15:00,11700.0,2017,Cincinnati
2017-11-25,Connecticut,23125,home,W,22,21,03:12:00,11520.0,2017,Cincinnati
2018-09-01,UCLA,54116,home,W,26,17,03:21:00,12060.0,2018,Cincinnati
2018-09-08,Miami (Ohio),16062,home,W,21,0,03:00:00,10800.0,2018,Cincinnati
2018-09-15,Alabama A&M,28834,home,W,63,7,02:58:00,10680.0,2018,Cincinnati
2018-09-22,Ohio,35220,home,W,34,30,03:50:00,13800.0,2018,Cincinnati
2018-09-29,Connecticut,20322,home,W,49,7,03:19:00,11940.0,2018,Cincinnati
2018-10-06,Tulane,32200,home,W,37,21,03:29:00,12540.0,2018,Cincinnati
2018-10-20,Temple,33026,home,L,17,24,03:31:00,12660.0,2018,Cincinnati
2018-10-27,Southern Methodist,16121,home,W,26,20,03:38:00,13080.0,2018,Cincinnati
2018-11-03,Navy,36318,home,W,42,0,02:46:00,9960.0,2018,Cincinnati
2018-11-10,South Fla.,29310,home,W,35,23,03:15:00,11700.0,2018,Cincinnati
2018-11-17,11  UCF,47795,home,L,13,38,03:29:00,12540.0,2018,Cincinnati
2018-11-23,East Caro.,21230,home,W,56,6,03:12:00,11520.0,2018,Cincinnati
2018-12-31,+  Virginia Tech,32832,home,W,35,31,03:45:00,13500.0,2018,Cincinnati
2019-08-29,UCLA,38032,home,W,24,14,03:18:00,11880.0,2019,Cincinnati
2019-09-07,3  Ohio St.,104089,home,L,0,42,03:04:00,11040.0,2019,Cincinnati
2019-09-14,Miami (Ohio),35526,home,W,35,13,03:22:00,12120.0,2019,Cincinnati
2019-09-28,Marshall,32192,home,W,52,14,02:56:00,10560.0,2019,Cincinnati
2019-10-04,24  UCF,40121,home,W,27,24,03:36:00,12960.0,2019,Cincinnati
2019-10-12,Houston,25716,home,W,38,23,03:17:00,11820.0,2019,Cincinnati
2019-10-19,Tulsa,33209,home,W,24,13,03:23:00,12180.0,2019,Cincinnati
2019-11-02,East Caro.,32273,home,W,46,43,03:34:00,12840.0,2019,Cincinnati
2019-11-09,Connecticut,38919,home,W,48,3,03:12:00,11520.0,2019,Cincinnati
2019-11-16,South Fla.,29112,home,W,20,17,03:29:00,12540.0,2019,Cincinnati
2019-11-23,Temple,30101,home,W,15,13,03:11:00,11460.0,2019,Cincinnati
2019-11-29,17  Memphis,36472,home,L,24,34,03:15:00,11700.0,2019,Cincinnati
2019-12-07,17  Memphis,33008,home,L,24,29,03:45:00,13500.0,2019,Cincinnati
2020-01-02,+  Boston College,27193,home,W,38,6,05:28:00,19680.0,2019,Cincinnati
2020-09-19,Austin Peay,0,home,W,55,20,03:09:00,11340.0,2020,Cincinnati
2020-09-26,Army,0,home,W,24,10,03:30:00,12600.0,2020,Cincinnati
2020-10-03,South Fla.,0,home,W,28,7,03:15:00,11700.0,2020,Cincinnati
2020-10-24,Southern Methodist,7898,home,W,42,13,03:25:00,12300.0,2020,Cincinnati
2020-10-31,Memphis,0,home,W,49,10,03:16:00,11760.0,2020,Cincinnati
2020-11-07,Houston,0,home,W,38,10,03:16:00,11760.0,2020,Cincinnati
2020-11-13,East Caro.,0,home,W,55,17,03:37:00,13020.0,2020,Cincinnati
2020-11-21,UCF,10668,home,W,36,33,04:01:00,14460.0,2020,Cincinnati
2020-12-19,22  Tulsa,5831,home,W,27,24,03:32:00,12720.0,2020,Cincinnati
2021-01-01,+ 11  Georgia,15301,home,L,21,24,03:39:00,13140.0,2020,Cincinnati
2021-09-04,Miami (Ohio),37978,home,W,49,14,03:28:00,12480.0,2021,Cincinnati
2021-09-11,Murray St.,33498,home,W,42,7,03:10:00,11400.0,2021,Cincinnati
2021-09-18,Indiana,52656,home,W,38,24,04:03:00,14580.0,2021,Cincinnati
2021-10-02,8  Notre Dame,77622,home,W,24,13,03:29:00,12540.0,2021,Cincinnati
2021-10-08,Temple,37978,home,W,52,3,03:18:00,11880.0,2021,Cincinnati
2021-10-16,UCF,37978,home,W,56,21,03:28:00,12480.0,2021,Cincinnati
2021-10-23,Navy,32004,home,W,27,20,03:24:00,12240.0,2021,Cincinnati
2021-10-30,Tulane,17012,home,W,31,12,03:11:00,11460.0,2021,Cincinnati
2021-11-06,Tulsa,37978,home,W,28,20,03:39:00,13140.0,2021,Cincinnati
2021-11-12,South Fla.,30780,home,W,45,28,03:31:00,12660.0,2021,Cincinnati
2021-11-20,Southern Methodist,37978,home,W,48,14,03:19:00,11940.0,2021,Cincinnati
2021-11-26,East Caro.,38014,home,W,35,13,03:23:00,12180.0,2021,Cincinnati
2021-12-04,17  Houston,37978,home,W,35,20,03:21:00,12060.0,2021,Cincinnati
2021-12-31,+ 2  Alabama,76313,home,L,6,27,03:18:00,11880.0,2021,Cincinnati
2022-09-03,Arkansas,74751,home,L,24,31,03:40:00,13200.0,2022,Cincinnati
2022-09-10,Kennesaw St.,39014,home,W,63,10,03:23:00,12180.0,2022,Cincinnati
2022-09-17,+  Miami (Ohio),30109,home,W,38,17,03:36:00,12960.0,2022,Cincinnati
2022-09-24,Indiana,38464,home,W,45,24,03:54:00,14040.0,2022,Cincinnati
2022-10-01,Tulsa,21111,home,W,31,21,03:47:00,13620.0,2022,Cincinnati
2022-10-08,South Fla.,38577,home,W,28,24,03:18:00,11880.0,2022,Cincinnati
2022-10-22,Southern Methodist,23566,home,W,29,27,03:38:00,13080.0,2022,Cincinnati
2022-10-29,UCF,44313,home,L,21,25,03:32:00,12720.0,2022,Cincinnati
2022-11-05,Navy,38461,home,W,20,10,02:55:00,10500.0,2022,Cincinnati
2022-11-11,East Caro.,38199,home,W,27,25,03:34:00,12840.0,2022,Cincinnati
2022-11-19,Temple,14673,home,W,23,3,03:13:00,11580.0,2022,Cincinnati
2022-11-25,9  Tulane,37989,home,L,24,27,03:26:00,12360.0,2022,Cincinnati
2022-12-17,+  Louisville,0,home,L,7,24,03:21:00,12060.0,2022,Cincinnati
2009-09-05,Middle Tenn. St.,75000,home,W,37,14,03:10:00,11400.0,2009,Clemson
2009-09-10,13  Georgia Tech,52029,home,L,27,30,03:22:00,12120.0,2009,Clemson
2009-09-19,Boston College,77000,home,W,25,7,04:46:00,17160.0,2009,Clemson
2009-09-26,6  TCU,70000,home,L,10,14,03:00:00,10800.0,2009,Clemson
2009-10-03,Maryland,46243,home,L,21,24,03:34:00,12840.0,2009,Clemson
2009-10-17,Wake Forest,72000,home,W,38,3,03:07:00,11220.0,2009,Clemson
2009-10-24,19  Miami (Fla.),43778,home,W,40,37,03:47:00,13620.0,2009,Clemson
2009-10-31,Coastal Caro.,71500,home,W,49,3,02:52:00,10320.0,2009,Clemson
2009-11-07,Florida St.,77000,home,W,40,24,03:29:00,12540.0,2009,Clemson
2009-11-14,North Carolina St.,57583,home,W,43,23,03:16:00,11760.0,2009,Clemson
2009-11-21,Virginia,77000,home,W,34,21,03:05:00,11100.0,2009,Clemson
2009-11-28,South Carolina,80574,home,L,17,34,03:27:00,12420.0,2009,Clemson
2009-12-05,+ 13  Georgia Tech,57227,home,L,34,39,03:30:00,12600.0,2009,Clemson
2009-12-27,+  Kentucky,57280,home,W,21,13,03:09:00,11340.0,2009,Clemson
2010-09-04,North Texas,75000,home,W,35,10,03:19:00,11940.0,2010,Clemson
2010-09-11,Presbyterian,70500,home,W,58,21,03:05:00,11100.0,2010,Clemson
2010-09-18,1  Auburn,87451,home,L,24,27,03:52:00,13920.0,2010,Clemson
2010-10-02,Miami (Fla.),81500,home,L,21,30,03:54:00,14040.0,2010,Clemson
2010-10-09,North Carolina,60000,home,L,16,21,03:21:00,12060.0,2010,Clemson
2010-10-16,23  Maryland,71000,home,W,31,7,03:12:00,11520.0,2010,Clemson
2010-10-23,Georgia Tech,77000,home,W,27,13,03:07:00,11220.0,2010,Clemson
2010-10-30,Boston College,37137,home,L,10,16,02:58:00,10680.0,2010,Clemson
2010-11-06,25  North Carolina St.,74000,home,W,14,13,03:06:00,11160.0,2010,Clemson
2010-11-13,17  Florida St.,72228,home,L,13,16,03:16:00,11760.0,2010,Clemson
2010-11-20,Wake Forest,31783,home,W,30,10,02:42:00,9720.0,2010,Clemson
2010-11-27,22  South Carolina,81500,home,L,7,29,03:11:00,11460.0,2010,Clemson
2010-12-31,+  South Fla.,41122,home,L,26,31,03:16:00,11760.0,2010,Clemson
2011-09-03,Troy,74135,home,W,43,19,03:04:00,11040.0,2011,Clemson
2011-09-10,Wofford,73500,home,W,35,27,02:51:00,10260.0,2011,Clemson
2011-09-17,Auburn,82000,home,W,38,24,03:25:00,12300.0,2011,Clemson
2011-09-24,23  Florida St.,82000,home,W,35,30,03:31:00,12660.0,2011,Clemson
2011-10-01,21  Virginia Tech,66233,home,W,23,3,03:05:00,11100.0,2011,Clemson
2011-10-08,Boston College,78000,home,W,36,14,03:04:00,11040.0,2011,Clemson
2011-10-15,Maryland,47961,home,W,56,45,03:27:00,12420.0,2011,Clemson
2011-10-22,North Carolina,79000,home,W,59,38,03:29:00,12540.0,2011,Clemson
2011-10-29,Georgia Tech,55646,home,L,17,31,03:06:00,11160.0,2011,Clemson
2011-11-12,Wake Forest,79000,home,W,31,28,03:25:00,12300.0,2011,Clemson
2011-11-19,North Carolina St.,57583,home,L,13,37,03:19:00,11940.0,2011,Clemson
2011-11-26,9  South Carolina,83422,home,L,13,34,03:12:00,11520.0,2011,Clemson
2011-12-03,+ 21  Virginia Tech,73675,home,W,38,10,03:22:00,12120.0,2011,Clemson
2012-01-04,+ 17  West Virginia,67563,home,L,33,70,03:48:00,13680.0,2011,Clemson
2012-09-01,+  Auburn,75211,home,W,26,19,03:23:00,12180.0,2012,Clemson
2012-09-08,Ball St.,78000,home,W,52,27,03:16:00,11760.0,2012,Clemson
2012-09-15,Furman,81500,home,W,41,7,03:02:00,10920.0,2012,Clemson
2012-09-22,10  Florida St.,83231,home,L,37,49,03:38:00,13080.0,2012,Clemson
2012-09-29,Boston College,40138,home,W,45,31,03:38:00,13080.0,2012,Clemson
2012-10-06,Georgia Tech,81000,home,W,47,31,03:21:00,12060.0,2012,Clemson
2012-10-20,Virginia Tech,81500,home,W,38,17,03:13:00,11580.0,2012,Clemson
2012-10-25,Wake Forest,31162,home,W,42,13,03:09:00,11340.0,2012,Clemson
2012-11-03,Duke,31894,home,W,56,20,03:36:00,12960.0,2012,Clemson
2012-11-10,Maryland,76000,home,W,45,10,02:54:00,10440.0,2012,Clemson
2012-11-17,North Carolina St.,76000,home,W,62,48,03:47:00,13620.0,2012,Clemson
2012-11-24,8  South Carolina,82000,home,L,17,27,03:32:00,12720.0,2012,Clemson
2012-12-31,+ 14  LSU,68027,home,W,25,24,03:39:00,13140.0,2012,Clemson
2013-08-31,Georgia,83830,home,W,38,35,03:30:00,12600.0,2013,Clemson
2013-09-07,South Carolina St.,81428,home,W,52,13,03:13:00,11580.0,2013,Clemson
2013-09-19,North Carolina St.,57583,home,W,26,14,03:26:00,12360.0,2013,Clemson
2013-09-28,Wake Forest,80607,home,W,56,7,03:05:00,11100.0,2013,Clemson
2013-10-05,Syracuse,48961,home,W,49,14,03:30:00,12600.0,2013,Clemson
2013-10-12,Boston College,77506,home,W,24,14,03:18:00,11880.0,2013,Clemson
2013-10-19,1  Florida St.,83428,home,L,14,51,03:33:00,12780.0,2013,Clemson
2013-10-26,Maryland,48134,home,W,40,27,03:40:00,13200.0,2013,Clemson
2013-11-02,Virginia,46959,home,W,59,10,03:26:00,12360.0,2013,Clemson
2013-11-14,Georgia Tech,75324,home,W,55,31,03:28:00,12480.0,2013,Clemson
2013-11-23,Citadel,81554,home,W,52,6,03:00:00,10800.0,2013,Clemson
2013-11-30,4  South Carolina,84174,home,L,17,31,03:25:00,12300.0,2013,Clemson
2014-01-03,+ 12  Ohio St.,72080,home,W,40,35,03:45:00,13500.0,2013,Clemson
2014-08-30,9  Georgia,92746,home,L,21,45,03:38:00,13080.0,2014,Clemson
2014-09-06,South Carolina St.,81672,home,W,73,7,03:12:00,11520.0,2014,Clemson
2014-09-20,5  Florida St.,82316,home,L,17,23,03:29:00,12540.0,2014,Clemson
2014-09-27,North Carolina,79155,home,W,50,35,03:34:00,12840.0,2014,Clemson
2014-10-04,North Carolina St.,78459,home,W,41,0,03:09:00,11340.0,2014,Clemson
2014-10-11,24  Louisville,81500,home,W,23,17,03:27:00,12420.0,2014,Clemson
2014-10-18,Boston College,42038,home,W,17,13,03:08:00,11280.0,2014,Clemson
2014-10-25,Syracuse,80031,home,W,16,6,03:19:00,11940.0,2014,Clemson
2014-11-06,Wake Forest,28846,home,W,34,20,03:25:00,12300.0,2014,Clemson
2014-11-15,8  Georgia Tech,49378,home,L,6,28,02:55:00,10500.0,2014,Clemson
2014-11-22,Georgia St.,77693,home,W,28,0,02:59:00,10740.0,2014,Clemson
2014-11-29,South Carolina,82720,home,W,35,17,03:21:00,12060.0,2014,Clemson
2014-12-29,+  Oklahoma,40071,home,W,40,6,03:22:00,12120.0,2014,Clemson
2015-09-05,Wofford,81301,home,W,49,10,03:24:00,12240.0,2015,Clemson
2015-09-12,Appalachian St.,81467,home,W,41,10,03:25:00,12300.0,2015,Clemson
2015-09-17,Louisville,55396,home,W,20,17,03:10:00,11400.0,2015,Clemson
2015-10-03,11  Notre Dame,82415,home,W,24,22,03:20:00,12000.0,2015,Clemson
2015-10-10,Georgia Tech,80983,home,W,43,24,03:11:00,11460.0,2015,Clemson
2015-10-17,Boston College,81416,home,W,34,17,03:14:00,11640.0,2015,Clemson
2015-10-24,Miami (Fla.),45211,home,W,58,0,03:20:00,12000.0,2015,Clemson
2015-10-31,North Carolina St.,57600,home,W,56,41,03:49:00,13740.0,2015,Clemson
2015-11-07,14  Florida St.,83099,home,W,23,13,03:18:00,11880.0,2015,Clemson
2015-11-14,Syracuse,36736,home,W,37,27,03:29:00,12540.0,2015,Clemson
2015-11-21,Wake Forest,81577,home,W,33,13,03:11:00,11460.0,2015,Clemson
2015-11-28,South Carolina,81409,home,W,37,32,03:25:00,12300.0,2015,Clemson
2015-12-05,+ 15  North Carolina,74514,home,W,45,37,03:42:00,13320.0,2015,Clemson
2015-12-31,+ 5  Oklahoma,67615,home,W,37,17,03:41:00,13260.0,2015,Clemson
2016-01-11,+ 1  Alabama,75765,home,L,40,45,03:45:00,13500.0,2015,Clemson
2016-09-03,17  Auburn,87451,home,W,19,13,03:25:00,12300.0,2016,Clemson
2016-09-10,Troy,78532,home,W,30,24,04:01:00,14460.0,2016,Clemson
2016-09-17,South Carolina St.,79590,home,W,59,0,02:59:00,10740.0,2016,Clemson
2016-09-22,Georgia Tech,53932,home,W,26,7,03:09:00,11340.0,2016,Clemson
2016-10-01,15  Louisville,83362,home,W,42,36,03:44:00,13440.0,2016,Clemson
2016-10-07,Boston College,44500,home,W,56,10,03:21:00,12060.0,2016,Clemson
2016-10-15,North Carolina St.,82104,home,W,24,17,03:50:00,13800.0,2016,Clemson
2016-10-29,10  Florida St.,78025,home,W,37,34,03:56:00,14160.0,2016,Clemson
2016-11-05,Syracuse,80609,home,W,54,0,03:13:00,11580.0,2016,Clemson
2016-11-12,22  Pittsburgh,81048,home,L,42,43,03:50:00,13800.0,2016,Clemson
2016-11-19,Wake Forest,31512,home,W,35,13,03:12:00,11520.0,2016,Clemson
2016-11-26,South Carolina,81542,home,W,56,7,03:23:00,12180.0,2016,Clemson
2016-12-03,+ 18  Virginia Tech,50628,home,W,42,35,03:36:00,12960.0,2016,Clemson
2016-12-31,+ 2  Ohio St.,71279,home,W,31,0,03:23:00,12180.0,2016,Clemson
2017-01-09,+ 1  Alabama,74512,home,W,35,31,04:08:00,14880.0,2016,Clemson
2017-09-02,Kent St.,80121,home,W,56,3,03:03:00,10980.0,2017,Clemson
2017-09-09,10  Auburn,81799,home,W,14,6,03:13:00,11580.0,2017,Clemson
2017-09-16,Louisville,55588,home,W,47,21,03:28:00,12480.0,2017,Clemson
2017-09-23,Boston College,80525,home,W,34,7,03:08:00,11280.0,2017,Clemson
2017-09-30,24  Virginia Tech,65632,home,W,31,17,03:15:00,11700.0,2017,Clemson
2017-10-07,Wake Forest,80567,home,W,28,14,03:07:00,11220.0,2017,Clemson
2017-10-13,Syracuse,42475,home,L,24,27,03:27:00,12420.0,2017,Clemson
2017-10-28,Georgia Tech,80346,home,W,24,10,03:04:00,11040.0,2017,Clemson
2017-11-04,23  North Carolina St.,57600,home,W,38,31,03:41:00,13260.0,2017,Clemson
2017-11-11,Florida St.,81436,home,W,31,14,03:19:00,11940.0,2017,Clemson
2017-11-18,Citadel,80618,home,W,61,3,02:53:00,10380.0,2017,Clemson
2017-11-25,South Carolina,82908,home,W,34,10,03:03:00,10980.0,2017,Clemson
2017-12-02,+ 13  Miami (Fla.),74372,home,W,38,3,03:16:00,11760.0,2017,Clemson
2018-01-01,+ 1  Alabama,72360,home,L,6,24,03:19:00,11940.0,2017,Clemson
2018-09-01,Furman,80048,home,W,48,7,02:54:00,10440.0,2018,Clemson
2018-09-08,16  Texas A&M,104794,home,W,28,26,03:31:00,12660.0,2018,Clemson
2018-09-15,Ga. Southern,79844,home,W,38,7,03:01:00,10860.0,2018,Clemson
2018-09-22,Georgia Tech,50595,home,W,49,21,03:11:00,11460.0,2018,Clemson
2018-09-29,15  Syracuse,80122,home,W,27,23,03:17:00,11820.0,2018,Clemson
2018-10-06,Wake Forest,31608,home,W,63,3,03:20:00,12000.0,2018,Clemson
2018-10-20,North Carolina St.,81295,home,W,41,7,03:32:00,12720.0,2018,Clemson
2018-10-27,Florida St.,68403,home,W,59,10,03:47:00,13620.0,2018,Clemson
2018-11-03,Louisville,78741,home,W,77,16,03:20:00,12000.0,2018,Clemson
2018-11-10,Boston College,44500,home,W,27,7,03:06:00,11160.0,2018,Clemson
2018-11-17,Duke,81313,home,W,35,6,03:20:00,12000.0,2018,Clemson
2018-11-24,South Carolina,81436,home,W,56,35,03:38:00,13080.0,2018,Clemson
2018-12-01,+  Pittsburgh,67784,home,W,42,10,03:16:00,11760.0,2018,Clemson
2018-12-29,+ 5  Notre Dame,72183,home,W,30,3,03:31:00,12660.0,2018,Clemson
2019-01-07,+ 2  Alabama,74814,home,W,44,16,03:27:00,12420.0,2018,Clemson
2019-08-29,Georgia Tech,79118,home,W,52,14,03:16:00,11760.0,2019,Clemson
2019-09-07,Texas A&M,81500,home,W,24,10,03:33:00,12780.0,2019,Clemson
2019-09-14,Syracuse,50248,home,W,41,6,03:27:00,12420.0,2019,Clemson
2019-09-21,Charlotte,81500,home,W,52,10,03:03:00,10980.0,2019,Clemson
2019-09-28,North Carolina,50500,home,W,21,20,03:08:00,11280.0,2019,Clemson
2019-10-12,Florida St.,80500,home,W,45,14,03:34:00,12840.0,2019,Clemson
2019-10-19,Louisville,51015,home,W,45,10,03:21:00,12060.0,2019,Clemson
2019-10-26,Boston College,81081,home,W,59,7,02:58:00,10680.0,2019,Clemson
2019-11-02,Wofford,81500,home,W,59,14,02:58:00,10680.0,2019,Clemson
2019-11-09,North Carolina St.,57886,home,W,55,10,03:26:00,12360.0,2019,Clemson
2019-11-16,Wake Forest,80875,home,W,52,3,03:06:00,11160.0,2019,Clemson
2019-11-30,South Carolina,80580,home,W,38,3,03:04:00,11040.0,2019,Clemson
2019-12-07,+  Virginia,66810,home,W,62,17,03:18:00,11880.0,2019,Clemson
2019-12-28,+ 3  Ohio St.,71330,home,W,29,23,03:51:00,13860.0,2019,Clemson
2020-01-13,+ 1  LSU,76885,home,L,25,42,03:56:00,14160.0,2019,Clemson
2020-09-12,Wake Forest,68,home,W,37,13,03:17:00,11820.0,2020,Clemson
2020-09-19,Citadel,18609,home,W,49,0,03:01:00,10860.0,2020,Clemson
2020-10-03,Virginia,18735,home,W,41,23,03:08:00,11280.0,2020,Clemson
2020-10-10,18  Miami (Fla.),18885,home,W,42,17,03:35:00,12900.0,2020,Clemson
2020-10-17,Georgia Tech,11000,home,W,73,7,03:22:00,12120.0,2020,Clemson
2020-10-24,Syracuse,18629,home,W,47,21,03:26:00,12360.0,2020,Clemson
2020-10-31,Boston College,18690,home,W,34,28,03:38:00,13080.0,2020,Clemson
2020-11-07,4  Notre Dame,11011,home,L,40,47,04:09:00,14940.0,2020,Clemson
2020-11-28,Pittsburgh,18819,home,W,52,17,03:51:00,13860.0,2020,Clemson
2020-12-05,Virginia Tech,250,home,W,45,10,03:01:00,10860.0,2020,Clemson
2020-12-19,+ 4  Notre Dame,5240,home,W,34,10,03:12:00,11520.0,2020,Clemson
2021-01-01,+ 3  Ohio St.,3000,home,L,28,49,03:40:00,13200.0,2020,Clemson
2021-09-04,+ 1  Georgia,74187,home,L,3,10,03:19:00,11940.0,2021,Clemson
2021-09-11,South Carolina St.,78609,home,W,49,3,03:04:00,11040.0,2021,Clemson
2021-09-18,Georgia Tech,81500,home,W,14,8,05:27:00,19620.0,2021,Clemson
2021-09-25,20  North Carolina St.,56919,home,L,21,27,04:09:00,14940.0,2021,Clemson
2021-10-02,Boston College,79159,home,W,19,13,03:31:00,12660.0,2021,Clemson
2021-10-15,Syracuse,36670,home,W,17,14,03:41:00,13260.0,2021,Clemson
2021-10-23,13  Pittsburgh,60594,home,L,17,27,03:16:00,11760.0,2021,Clemson
2021-10-30,Florida St.,79097,home,W,30,20,03:54:00,14040.0,2021,Clemson
2021-11-06,Louisville,51729,home,W,30,24,03:29:00,12540.0,2021,Clemson
2021-11-13,Connecticut,77522,home,W,44,7,03:39:00,13140.0,2021,Clemson
2021-11-20,15  Wake Forest,81048,home,W,48,27,03:31:00,12660.0,2021,Clemson
2021-11-27,South Carolina,79897,home,W,30,0,02:58:00,10680.0,2021,Clemson
2021-12-29,+  Iowa St.,39051,home,W,20,13,03:20:00,12000.0,2021,Clemson
2022-09-05,Georgia Tech,47712,home,W,41,10,04:20:00,15600.0,2022,Clemson
2022-09-10,Furman,78302,home,W,35,12,02:59:00,10740.0,2022,Clemson
2022-09-17,Louisiana Tech,80542,home,W,48,20,03:23:00,12180.0,2022,Clemson
2022-09-24,Wake Forest,32903,home,W,51,45,03:43:00,13380.0,2022,Clemson
2022-10-01,North Carolina St.,81500,home,W,30,20,03:28:00,12480.0,2022,Clemson
2022-10-08,Boston College,42138,home,W,31,3,03:09:00,11340.0,2022,Clemson
2022-10-15,11  Florida St.,71098,home,W,34,28,03:25:00,12300.0,2022,Clemson
2022-10-22,Syracuse,81500,home,W,27,21,03:32:00,12720.0,2022,Clemson
2022-11-05,18  Notre Dame,77622,home,L,14,35,03:05:00,11100.0,2022,Clemson
2022-11-12,Louisville,80176,home,W,31,16,03:22:00,12120.0,2022,Clemson
2022-11-19,Miami (Fla.),81340,home,W,40,10,03:20:00,12000.0,2022,Clemson
2022-11-26,23  South Carolina,81500,home,L,30,31,03:32:00,12720.0,2022,Clemson
2022-12-03,+  North Carolina,64115,home,W,39,10,03:23:00,12180.0,2022,Clemson
