year,team_name,scoring_points_per_game,first_downs_total,rushing_yardsperattempt,passing_rating,passing_yards,total_offense_yardsperplay,punt_returns_yardsperreturn,kickoff_returns_yardsperreturn,punting_yardsperpunt,time_of_possessionpergame,third_down_conversions_conversion_perc,fourth_down_conversions_conversion_perc,red_zone_success_perc,field_goals_success_perc,pat_kicking_success_perc,two_point_conversions_success_perc,scoring_games,scoring_points,first_downs_rushing,first_downs_passing,first_downs_by_penalty,rushing_attempts,rushing_yards,rushing_td,passing_attempts,passing_completions,passing_interceptions,passing_td,total_offense_plays,total_offense_yards,punt_returns_returns,punt_returns_yards,punt_returns_td,kickoff_returns_returns,kickoff_returns_yards,kickoff_returns_td,punting_punts,punting_yards,interceptions_returns,interceptions_yards,interceptions_td,fumbles_number,fumbles_lost,penalties_number,penalties_yards,third_down_conversions_attempts,third_down_conversions_conversions,fourth_down_conversions_attempts,fourth_down_conversions_conversions,red_zone_attempts,red_zone_scores,field_goals_attempts,field_goals_made,pat_kicking_attempts,pat_kicking_made,two_point_conversions_attempts,two_point_conversions_made,opponent_scoring_points_per_game,opponent_first_downs_total,opponent_rushing_yardsperattempt,opponent_passing_rating,opponent_passing_yards,opponent_total_offense_yardsperplay,opponent_punt_returns_yardsperreturn,opponent_kickoff_returns_yardsperreturn,opponent_punting_yardsperpunt,opponent_time_of_possessionpergame,opponent_third_down_conversions_conversion_perc,opponent_fourth_down_conversions_conversion_perc,opponent_red_zone_success_perc,opponent_field_goals_success_perc,opponent_pat_kicking_success_perc,opponent_two_point_conversions_success_perc,opponent_scoring_games,opponent_scoring_points,opponent_first_downs_rushing,opponent_first_downs_passing,opponent_first_downs_by_penalty,opponent_rushing_attempts,opponent_rushing_yards,opponent_rushing_td,opponent_passing_attempts,opponent_passing_completions,opponent_passing_interceptions,opponent_passing_td,opponent_total_offense_plays,opponent_total_offense_yards,opponent_punt_returns_returns,opponent_punt_returns_yards,opponent_punt_returns_td,opponent_kickoff_returns_returns,opponent_kickoff_returns_yards,opponent_kickoff_returns_td,opponent_punting_punts,opponent_punting_yards,opponent_interceptions_returns,opponent_interceptions_yards,opponent_interceptions_td,opponent_fumbles_number,opponent_fumbles_lost,opponent_penalties_number,opponent_penalties_yards,opponent_third_down_conversions_attempts,opponent_third_down_conversions_conversions,opponent_fourth_down_conversions_attempts,opponent_fourth_down_conversions_conversions,opponent_red_zone_attempts,opponent_red_zone_scores,opponent_field_goals_attempts,opponent_field_goals_made,opponent_pat_kicking_attempts,opponent_pat_kicking_made,opponent_two_point_conversions_attempts,opponent_two_point_conversions_made
2010,UCLA,20.2,221.0,4.35,96.19,1693.0,4.74,9.22,20.69,45.84,30:12.58,0.3533,0.375,0.75,0.722,1.0,0.5,12.0,242.0,115.0,85.0,21.0,484.0,2107.0,20.0,318.0,162.0,14.0,9.0,802.0,3800.0,18.0,166.0,0.0,52.0,1076.0,0.0,64.0,2934.0,7.0,132.0,0.0,29.0,15.0,80.0,725.0,167.0,59.0,16.0,6.0,36.0,27.0,18.0,13.0,27.0,27.0,2.0,1.0,30.3,260.0,5.21,136.12,2575.0,6.05,6.26,26.11,44.74,29:47.42,0.44049999999999995,0.3889,0.88,0.778,0.977,0.6667000000000001,12.0,364.0,117.0,117.0,26.0,473.0,2466.0,23.0,360.0,225.0,7.0,19.0,833.0,5041.0,34.0,213.0,0.0,35.0,914.0,1.0,54.0,2416.0,14.0,61.0,1.0,17.0,11.0,82.0,771.0,168.0,74.0,18.0,7.0,50.0,44.0,18.0,14.0,43.0,42.0,3.0,2.0
2011,UCLA,23.1,261.0,4.52,135.14,2776.0,5.87,3.06,20.9,44.34,29:36.50,0.3667,0.43479999999999996,0.7544,0.647,0.872,0.3333,14.0,323.0,119.0,119.0,23.0,552.0,2497.0,23.0,346.0,193.0,9.0,18.0,898.0,5273.0,16.0,49.0,0.0,63.0,1317.0,0.0,64.0,2838.0,14.0,140.0,1.0,32.0,17.0,92.0,826.0,180.0,66.0,23.0,10.0,57.0,43.0,17.0,11.0,39.0,34.0,3.0,1.0,31.4,312.0,5.15,133.52,3172.0,5.9,9.13,24.05,45.65,30:23.50,0.4752,0.5357,0.8868,0.737,0.9640000000000001,0.5,14.0,439.0,138.0,151.0,23.0,518.0,2668.0,26.0,471.0,298.0,14.0,28.0,989.0,5840.0,31.0,283.0,1.0,38.0,914.0,0.0,49.0,2237.0,9.0,155.0,2.0,15.0,7.0,80.0,762.0,202.0,96.0,28.0,15.0,53.0,47.0,19.0,14.0,55.0,53.0,2.0,1.0
2012,UCLA,34.4,331.0,4.46,145.55,3860.0,5.96,9.15,22.12,43.26,29:39.14,0.3807,0.5,0.8181999999999999,0.727,0.9490000000000001,0.3333,14.0,482.0,130.0,170.0,31.0,599.0,2671.0,29.0,496.0,324.0,11.0,29.0,1095.0,6531.0,33.0,302.0,0.0,43.0,951.0,0.0,78.0,3374.0,15.0,129.0,0.0,24.0,14.0,129.0,1273.0,218.0,83.0,22.0,11.0,66.0,54.0,22.0,16.0,59.0,56.0,3.0,1.0,27.6,301.0,4.13,137.12,3508.0,5.6,7.44,21.86,41.93,30:20.86,0.3333,0.4,0.8957999999999999,0.619,0.935,0.5,14.0,386.0,117.0,140.0,44.0,561.0,2315.0,20.0,479.0,303.0,15.0,27.0,1040.0,5823.0,16.0,119.0,0.0,21.0,459.0,0.0,83.0,3480.0,11.0,170.0,0.0,29.0,17.0,92.0,859.0,204.0,68.0,20.0,8.0,48.0,43.0,21.0,13.0,46.0,43.0,4.0,2.0
2013,UCLA,36.9,303.0,4.52,154.11,3269.0,6.08,8.92,24.85,41.67,29:03.15,0.49219999999999997,0.4167,0.8593999999999999,0.667,0.9840000000000001,0.0,13.0,480.0,135.0,145.0,23.0,566.0,2556.0,36.0,392.0,265.0,9.0,25.0,958.0,5825.0,26.0,232.0,1.0,47.0,1168.0,0.0,55.0,2292.0,14.0,230.0,1.0,25.0,7.0,105.0,950.0,193.0,95.0,12.0,5.0,64.0,55.0,21.0,14.0,61.0,60.0,2.0,0.0,23.2,292.0,3.95,121.21,2829.0,5.07,3.94,18.67,39.62,30:56.85,0.34869999999999995,0.4783,0.8298000000000001,0.667,0.972,0.0,13.0,301.0,123.0,139.0,30.0,554.0,2188.0,19.0,436.0,266.0,14.0,16.0,990.0,5017.0,16.0,63.0,0.0,46.0,859.0,0.0,74.0,2932.0,9.0,164.0,2.0,26.0,12.0,82.0,743.0,195.0,68.0,23.0,11.0,47.0,39.0,21.0,14.0,36.0,35.0,1.0,0.0
2014,UCLA,33.5,304.0,4.89,148.81,3358.0,6.13,9.05,19.08,40.03,29:09.92,0.4307,0.5625,0.9412,0.818,0.9790000000000001,0.3333,13.0,435.0,144.0,142.0,18.0,557.0,2724.0,26.0,435.0,298.0,6.0,24.0,992.0,6082.0,22.0,199.0,0.0,48.0,916.0,1.0,70.0,2802.0,11.0,231.0,3.0,22.0,10.0,104.0,979.0,202.0,87.0,16.0,9.0,51.0,48.0,22.0,18.0,48.0,47.0,6.0,2.0,28.1,295.0,3.81,126.81,3258.0,5.17,4.8,21.53,44.83,30:50.08,0.3971,0.6818000000000001,0.8443999999999999,0.85,0.976,0.5,13.0,365.0,111.0,151.0,33.0,505.0,1923.0,19.0,497.0,306.0,11.0,22.0,1002.0,5181.0,15.0,72.0,0.0,30.0,646.0,1.0,77.0,3452.0,6.0,131.0,3.0,12.0,5.0,74.0,664.0,209.0,83.0,22.0,15.0,45.0,38.0,20.0,17.0,41.0,40.0,4.0,2.0
2015,UCLA,32.2,301.0,5.03,130.33,3748.0,6.25,10.95,22.51,38.7,25:55.62,0.45130000000000003,0.6154,0.8946999999999999,0.833,1.0,0.75,13.0,419.0,120.0,164.0,17.0,459.0,2309.0,26.0,510.0,300.0,13.0,23.0,969.0,6057.0,20.0,219.0,0.0,49.0,1103.0,0.0,64.0,2477.0,12.0,156.0,2.0,14.0,6.0,108.0,916.0,195.0,88.0,13.0,8.0,57.0,51.0,24.0,20.0,47.0,47.0,4.0,3.0,26.0,307.0,4.4,113.42,2642.0,5.0,6.67,23.83,42.73,34:04.38,0.39630000000000004,0.5769,0.8367,0.875,0.943,0.5,13.0,338.0,150.0,128.0,29.0,587.0,2580.0,17.0,457.0,261.0,12.0,18.0,1044.0,5222.0,9.0,60.0,1.0,24.0,572.0,0.0,71.0,3034.0,13.0,156.0,1.0,17.0,7.0,77.0,618.0,217.0,86.0,26.0,15.0,49.0,41.0,24.0,21.0,35.0,33.0,4.0,2.0
2016,UCLA,24.9,237.0,2.93,123.78,3547.0,5.43,6.5,21.1,39.19,26:44.50,0.35229999999999995,0.4545,0.7948999999999999,0.591,1.0,1.0,12.0,299.0,59.0,152.0,26.0,345.0,1011.0,13.0,494.0,273.0,16.0,22.0,839.0,4558.0,28.0,182.0,1.0,40.0,844.0,0.0,73.0,2861.0,15.0,205.0,1.0,22.0,9.0,79.0,716.0,176.0,62.0,11.0,5.0,39.0,31.0,22.0,13.0,36.0,36.0,1.0,1.0,27.5,267.0,4.09,105.86,2526.0,4.86,11.22,25.16,42.04,33:15.50,0.35,0.7,0.8776,0.857,0.971,1.0,12.0,330.0,105.0,129.0,33.0,503.0,2058.0,21.0,441.0,245.0,15.0,12.0,944.0,4584.0,23.0,258.0,1.0,37.0,931.0,1.0,69.0,2901.0,16.0,188.0,0.0,21.0,8.0,81.0,765.0,200.0,70.0,20.0,14.0,49.0,43.0,28.0,24.0,35.0,34.0,1.0,1.0
2017,UCLA,32.5,304.0,3.72,148.59,4478.0,6.39,5.21,19.24,42.18,26:28.62,0.4121,0.65,0.8679000000000001,0.81,0.98,0.6667000000000001,13.0,422.0,98.0,183.0,23.0,396.0,1474.0,19.0,536.0,338.0,10.0,31.0,932.0,5952.0,14.0,73.0,0.0,54.0,1039.0,0.0,57.0,2404.0,8.0,82.0,2.0,18.0,12.0,106.0,977.0,182.0,75.0,20.0,13.0,53.0,46.0,21.0,17.0,50.0,49.0,3.0,2.0,36.6,320.0,5.76,130.72,2552.0,6.26,12.63,24.42,40.96,33:31.38,0.38380000000000003,0.48,0.8841,0.7929999999999999,0.965,1.0,13.0,476.0,165.0,112.0,43.0,649.0,3736.0,35.0,355.0,203.0,8.0,19.0,1004.0,6288.0,19.0,240.0,2.0,48.0,1172.0,0.0,51.0,2089.0,10.0,212.0,2.0,12.0,5.0,98.0,872.0,185.0,71.0,25.0,12.0,69.0,61.0,29.0,23.0,57.0,55.0,1.0,1.0
2018,UCLA,24.6,253.0,4.12,124.46,2853.0,5.52,9.09,27.56,44.57,27:34.08,0.3771,0.5385,0.8108,0.737,1.0,0.0,12.0,295.0,98.0,134.0,21.0,451.0,1858.0,20.0,403.0,239.0,10.0,13.0,854.0,4711.0,11.0,100.0,0.0,9.0,248.0,1.0,60.0,2674.0,11.0,81.0,1.0,15.0,7.0,82.0,684.0,175.0,66.0,26.0,14.0,37.0,30.0,19.0,14.0,35.0,35.0,1.0,0.0,34.1,281.0,4.6,138.59,2946.0,5.99,17.11,26.0,41.84,32:25.92,0.4802,0.5263,0.8946999999999999,0.778,0.98,1.0,12.0,409.0,121.0,135.0,25.0,520.0,2393.0,31.0,371.0,226.0,11.0,19.0,891.0,5339.0,19.0,325.0,2.0,22.0,572.0,0.0,49.0,2050.0,10.0,37.0,0.0,12.0,7.0,65.0,570.0,177.0,85.0,19.0,10.0,57.0,51.0,18.0,14.0,50.0,49.0,2.0,2.0
2019,UCLA,26.7,269.0,3.68,132.89,3066.0,5.31,22.5,21.89,42.0,30:21.83,0.4208,0.4483,0.7755,0.5710000000000001,1.0,1.0,12.0,320.0,111.0,137.0,21.0,490.0,1802.0,18.0,426.0,260.0,12.0,22.0,916.0,4868.0,8.0,180.0,1.0,19.0,416.0,1.0,50.0,2100.0,5.0,76.0,0.0,17.0,10.0,81.0,663.0,183.0,77.0,29.0,13.0,49.0,38.0,14.0,8.0,40.0,40.0,2.0,2.0,34.8,263.0,4.25,167.36,3729.0,6.71,10.62,21.38,42.54,29:38.17,0.44229999999999997,0.4118,0.8478,0.647,0.981,0.5,12.0,417.0,88.0,156.0,19.0,411.0,1746.0,21.0,405.0,269.0,5.0,32.0,816.0,5475.0,13.0,138.0,1.0,8.0,171.0,0.0,46.0,1957.0,12.0,56.0,0.0,12.0,9.0,78.0,616.0,156.0,69.0,17.0,7.0,46.0,39.0,17.0,11.0,53.0,52.0,2.0,1.0
2020,UCLA,35.4,172.0,5.06,154.68,1571.0,6.14,12.83,19.25,41.36,28:52.29,0.44329999999999997,0.4118,0.8889,0.857,0.968,0.5,7.0,248.0,90.0,68.0,14.0,319.0,1614.0,13.0,200.0,130.0,6.0,18.0,519.0,3185.0,6.0,77.0,0.0,12.0,231.0,0.0,25.0,1034.0,9.0,94.0,1.0,9.0,7.0,48.0,374.0,97.0,43.0,17.0,7.0,27.0,24.0,7.0,6.0,31.0,30.0,2.0,1.0,30.7,154.0,3.6,131.98,1919.0,5.44,7.5,22.18,40.73,31:07.71,0.4579,0.3333,0.9031999999999999,0.5379999999999999,0.96,0.0,7.0,215.0,60.0,86.0,8.0,264.0,950.0,14.0,263.0,161.0,9.0,13.0,527.0,2869.0,8.0,60.0,0.0,17.0,377.0,0.0,30.0,1222.0,6.0,127.0,1.0,7.0,2.0,50.0,410.0,107.0,49.0,9.0,3.0,31.0,28.0,13.0,7.0,25.0,24.0,3.0,0.0
2021,UCLA,36.5,281.0,4.97,147.72,2714.0,6.2,17.87,27.38,43.06,29:46.25,0.46009999999999995,0.6667000000000001,0.88,0.667,0.963,0.3333,12.0,438.0,146.0,117.0,18.0,519.0,2581.0,31.0,335.0,207.0,8.0,23.0,854.0,5295.0,15.0,268.0,2.0,24.0,657.0,1.0,34.0,1464.0,12.0,144.0,0.0,11.0,6.0,85.0,774.0,163.0,75.0,30.0,20.0,50.0,44.0,21.0,14.0,54.0,52.0,3.0,1.0,26.8,259.0,3.76,127.13,3122.0,5.48,4.5,23.79,42.09,30:08.00,0.441,0.4167,0.9301999999999999,0.8,0.972,0.3333,12.0,321.0,99.0,132.0,28.0,397.0,1491.0,24.0,445.0,278.0,12.0,15.0,842.0,4613.0,8.0,36.0,0.0,24.0,571.0,0.0,44.0,1852.0,8.0,47.0,0.0,15.0,7.0,72.0,528.0,161.0,71.0,24.0,10.0,43.0,40.0,20.0,16.0,36.0,35.0,3.0,1.0
2022,UCLA,39.2,334.0,6.0,155.86,3463.0,7.01,5.09,18.72,41.07,27:21.77,0.5092,0.5769,0.8406,0.7140000000000001,1.0,0.6667000000000001,13.0,510.0,158.0,158.0,18.0,514.0,3084.0,36.0,420.0,292.0,12.0,29.0,934.0,6547.0,11.0,56.0,0.0,39.0,730.0,0.0,27.0,1109.0,11.0,182.0,1.0,18.0,8.0,83.0,677.0,163.0,83.0,26.0,15.0,69.0,58.0,21.0,15.0,63.0,63.0,3.0,2.0,29.0,296.0,3.83,139.22,3549.0,5.64,10.73,19.69,42.33,32:35.92,0.3944,0.7,0.8845999999999999,0.826,1.0,0.8571,13.0,377.0,115.0,159.0,22.0,444.0,1700.0,18.0,486.0,318.0,11.0,25.0,930.0,5249.0,11.0,118.0,1.0,26.0,512.0,0.0,49.0,2074.0,12.0,144.0,1.0,16.0,7.0,71.0,603.0,180.0,71.0,30.0,21.0,52.0,46.0,23.0,19.0,38.0,38.0,7.0,6.0
2009,UNLV,24.8,253.0,3.91,120.46,2693.0,5.23,6.56,22.4,42.16,29:48.50,0.4639,0.5,0.7551000000000001,0.643,1.0,0.0,12.0,298.0,91.0,133.0,29.0,389.0,1522.0,20.0,417.0,248.0,14.0,17.0,806.0,4215.0,9.0,59.0,0.0,63.0,1411.0,1.0,55.0,2319.0,5.0,40.0,1.0,11.0,5.0,63.0,613.0,166.0,77.0,16.0,8.0,49.0,37.0,14.0,9.0,37.0,37.0,2.0,0.0,32.4,269.0,5.67,148.12,2827.0,6.64,5.55,24.28,40.9,30:11.50,0.49340000000000006,0.2778,0.8723000000000001,0.778,0.9790000000000001,0.0,12.0,389.0,120.0,130.0,19.0,467.0,2647.0,27.0,357.0,232.0,5.0,21.0,824.0,5474.0,22.0,122.0,0.0,43.0,1044.0,0.0,41.0,1677.0,14.0,174.0,2.0,20.0,11.0,92.0,859.0,152.0,75.0,18.0,5.0,47.0,41.0,18.0,14.0,48.0,47.0,2.0,0.0
2010,UNLV,18.4,204.0,2.96,117.35,2222.0,4.43,7.71,23.27,37.04,28:56.23,0.3408,0.3704,0.8332999999999999,0.727,0.9670000000000001,0.0,13.0,239.0,82.0,97.0,25.0,453.0,1343.0,9.0,352.0,191.0,12.0,18.0,805.0,3565.0,14.0,108.0,1.0,73.0,1699.0,0.0,77.0,2852.0,7.0,67.0,1.0,16.0,7.0,77.0,767.0,179.0,61.0,27.0,10.0,30.0,25.0,11.0,8.0,30.0,29.0,1.0,0.0,39.7,291.0,5.23,161.6,2961.0,6.66,9.67,20.69,39.07,31:03.77,0.46880000000000005,0.65,0.8,0.895,0.94,,13.0,516.0,153.0,121.0,17.0,554.0,2895.0,39.0,325.0,208.0,7.0,25.0,879.0,5856.0,21.0,203.0,1.0,35.0,724.0,0.0,41.0,1602.0,12.0,192.0,1.0,19.0,11.0,79.0,707.0,160.0,75.0,20.0,13.0,65.0,52.0,19.0,17.0,67.0,63.0,0.0,0.0
2011,UNLV,17.3,181.0,3.94,99.43,1315.0,4.27,4.85,23.73,39.77,30:33.42,0.28,0.46149999999999997,0.7406999999999999,0.643,1.0,0.0,12.0,207.0,101.0,65.0,15.0,500.0,1971.0,14.0,269.0,144.0,10.0,10.0,769.0,3286.0,13.0,63.0,0.0,71.0,1685.0,2.0,78.0,3102.0,7.0,67.0,0.0,19.0,7.0,80.0,734.0,175.0,49.0,26.0,12.0,27.0,20.0,14.0,9.0,24.0,24.0,2.0,0.0,40.4,266.0,4.87,155.39,2988.0,6.46,10.87,23.67,39.63,29:26.08,0.49670000000000003,0.5385,0.8214,0.684,0.9490000000000001,0.75,12.0,485.0,121.0,125.0,20.0,478.0,2330.0,30.0,345.0,210.0,7.0,27.0,823.0,5318.0,31.0,337.0,1.0,33.0,781.0,1.0,38.0,1506.0,10.0,209.0,5.0,20.0,13.0,52.0,428.0,151.0,75.0,13.0,7.0,56.0,46.0,19.0,13.0,59.0,56.0,4.0,3.0
2012,UNLV,22.0,252.0,4.29,110.03,2839.0,5.2,6.06,19.23,39.96,29:22.85,0.41,0.3846,0.7948999999999999,0.857,0.97,0.3333,13.0,286.0,97.0,127.0,28.0,452.0,1938.0,16.0,467.0,250.0,17.0,18.0,919.0,4777.0,17.0,103.0,0.0,56.0,1077.0,0.0,68.0,2717.0,9.0,97.0,0.0,14.0,6.0,67.0,678.0,200.0,82.0,26.0,10.0,39.0,31.0,14.0,12.0,33.0,32.0,3.0,1.0,32.6,296.0,4.6,141.0,3096.0,6.03,12.57,20.68,43.85,30:36.77,0.4583,0.52,0.8438,0.682,0.9620000000000001,1.0,13.0,424.0,148.0,121.0,27.0,585.0,2692.0,29.0,375.0,224.0,9.0,19.0,960.0,5788.0,21.0,264.0,2.0,40.0,827.0,0.0,53.0,2324.0,17.0,160.0,2.0,19.0,8.0,81.0,797.0,192.0,88.0,25.0,13.0,64.0,54.0,22.0,15.0,53.0,51.0,1.0,1.0
2013,UNLV,29.9,307.0,4.42,130.22,3105.0,5.4,3.25,22.9,41.83,29:49.08,0.39899999999999997,0.48,0.7778,0.526,0.9179999999999999,0.3333,13.0,389.0,133.0,156.0,18.0,507.0,2243.0,25.0,483.0,299.0,10.0,27.0,990.0,5348.0,16.0,52.0,0.0,51.0,1168.0,0.0,65.0,2719.0,11.0,87.0,0.0,9.0,5.0,45.0,406.0,193.0,77.0,25.0,12.0,54.0,42.0,19.0,10.0,49.0,45.0,3.0,1.0,31.8,284.0,5.03,120.18,2820.0,5.74,9.65,22.02,40.56,30:10.92,0.47600000000000003,0.35710000000000003,0.8181999999999999,0.688,0.961,0.25,13.0,414.0,140.0,134.0,10.0,559.0,2812.0,28.0,422.0,223.0,11.0,21.0,981.0,5632.0,23.0,222.0,1.0,52.0,1145.0,1.0,54.0,2190.0,10.0,217.0,3.0,22.0,9.0,79.0,647.0,208.0,99.0,28.0,10.0,44.0,36.0,16.0,11.0,51.0,49.0,4.0,1.0
2014,UNLV,21.9,267.0,3.6,112.2,3357.0,5.22,6.2,22.0,40.61,27:25.85,0.3519,0.5185,0.7826000000000001,0.625,0.97,1.0,13.0,285.0,91.0,148.0,28.0,466.0,1679.0,18.0,498.0,268.0,22.0,16.0,964.0,5036.0,20.0,124.0,0.0,53.0,1166.0,0.0,85.0,3452.0,7.0,72.0,0.0,10.0,3.0,80.0,701.0,216.0,76.0,27.0,14.0,46.0,36.0,24.0,15.0,33.0,32.0,1.0,1.0,38.5,314.0,5.64,149.06,2855.0,6.58,5.05,16.76,40.43,32:34.15,0.4286,0.6522,0.8852,0.833,0.968,0.0,13.0,500.0,178.0,113.0,23.0,677.0,3820.0,37.0,337.0,194.0,7.0,25.0,1014.0,6675.0,21.0,106.0,0.0,49.0,821.0,0.0,63.0,2547.0,22.0,225.0,1.0,21.0,10.0,84.0,812.0,203.0,87.0,23.0,15.0,61.0,54.0,24.0,20.0,62.0,60.0,1.0,0.0
2015,UNLV,28.6,255.0,4.65,123.95,2537.0,5.62,5.5,21.09,41.91,31:05.25,0.3605,0.2632,0.7826000000000001,0.706,0.977,,12.0,343.0,115.0,116.0,24.0,500.0,2324.0,20.0,365.0,196.0,13.0,21.0,865.0,4861.0,12.0,66.0,0.0,34.0,717.0,0.0,68.0,2850.0,13.0,301.0,2.0,14.0,4.0,57.0,538.0,172.0,62.0,19.0,5.0,46.0,36.0,17.0,12.0,44.0,43.0,0.0,0.0,33.7,278.0,5.65,123.23,2877.0,6.23,14.0,22.5,41.21,28:54.75,0.4035,0.381,0.9129999999999999,0.733,1.0,0.6667000000000001,12.0,404.0,121.0,136.0,21.0,462.0,2610.0,32.0,419.0,238.0,13.0,19.0,881.0,5487.0,13.0,182.0,1.0,40.0,900.0,0.0,56.0,2308.0,13.0,157.0,1.0,16.0,8.0,62.0,573.0,171.0,69.0,21.0,8.0,46.0,42.0,15.0,11.0,49.0,49.0,3.0,2.0
2016,UNLV,31.6,236.0,5.56,113.96,1955.0,5.95,-0.08,18.94,40.35,28:26.42,0.3779,0.5625,0.9048,0.9329999999999999,1.0,0.6667000000000001,12.0,379.0,140.0,85.0,11.0,521.0,2898.0,28.0,294.0,138.0,10.0,16.0,815.0,4853.0,12.0,-1.0,1.0,64.0,1212.0,0.0,71.0,2865.0,5.0,102.0,1.0,12.0,3.0,67.0,614.0,172.0,65.0,16.0,9.0,42.0,38.0,15.0,14.0,45.0,45.0,3.0,2.0,36.8,267.0,4.63,131.91,2918.0,5.87,11.75,25.05,40.74,31:33.58,0.44689999999999996,0.6315999999999999,0.8626999999999999,0.8,1.0,0.5,12.0,441.0,118.0,128.0,21.0,484.0,2243.0,30.0,395.0,210.0,5.0,23.0,879.0,5161.0,24.0,282.0,1.0,44.0,1102.0,0.0,53.0,2159.0,10.0,127.0,1.0,19.0,10.0,52.0,457.0,179.0,80.0,19.0,12.0,51.0,44.0,20.0,16.0,53.0,53.0,2.0,1.0
2017,UNLV,28.8,254.0,5.46,122.22,2243.0,6.2,7.22,16.68,37.73,31:11.25,0.40700000000000003,0.6,0.86,0.7859999999999999,0.9740000000000001,1.0,12.0,346.0,142.0,97.0,15.0,528.0,2882.0,29.0,299.0,162.0,9.0,10.0,827.0,5125.0,9.0,65.0,0.0,37.0,617.0,0.0,49.0,1849.0,7.0,106.0,1.0,13.0,6.0,56.0,479.0,172.0,70.0,20.0,12.0,50.0,43.0,28.0,22.0,39.0,38.0,1.0,1.0,31.8,288.0,5.42,136.46,2632.0,6.27,14.25,21.44,40.44,28:48.75,0.4375,0.5385,0.7937000000000001,0.765,0.9359999999999999,0.5,12.0,381.0,158.0,116.0,14.0,530.0,2872.0,32.0,348.0,215.0,7.0,16.0,878.0,5504.0,16.0,228.0,0.0,50.0,1072.0,0.0,41.0,1658.0,9.0,114.0,0.0,20.0,12.0,65.0,620.0,160.0,70.0,26.0,14.0,63.0,50.0,17.0,13.0,47.0,44.0,2.0,1.0
2018,UNLV,28.8,246.0,4.95,115.34,2002.0,5.26,3.0,16.97,42.72,30:23.25,0.3737,0.5484,0.878,0.545,0.976,0.2,12.0,345.0,135.0,89.0,22.0,544.0,2692.0,23.0,348.0,178.0,12.0,24.0,892.0,4694.0,13.0,39.0,0.0,37.0,628.0,0.0,67.0,2862.0,10.0,118.0,0.0,15.0,7.0,65.0,548.0,190.0,71.0,31.0,17.0,41.0,36.0,11.0,6.0,42.0,41.0,5.0,1.0,37.3,257.0,4.85,149.73,3211.0,6.47,8.3,19.5,39.94,29:36.75,0.4107,0.6875,0.8772,0.815,0.904,0.6667000000000001,12.0,447.0,114.0,133.0,10.0,462.0,2239.0,24.0,381.0,225.0,10.0,29.0,843.0,5450.0,30.0,249.0,1.0,24.0,468.0,0.0,50.0,1997.0,12.0,215.0,1.0,20.0,10.0,69.0,644.0,168.0,69.0,16.0,11.0,57.0,50.0,27.0,22.0,52.0,47.0,3.0,2.0
2019,UNLV,24.2,232.0,4.56,117.99,2474.0,5.41,2.45,16.81,42.5,30:01.17,0.2857,0.5152,0.8787999999999999,0.7859999999999999,0.972,,12.0,290.0,112.0,98.0,22.0,443.0,2018.0,17.0,388.0,208.0,12.0,20.0,831.0,4492.0,20.0,49.0,0.0,27.0,454.0,0.0,68.0,2890.0,9.0,95.0,0.0,17.0,6.0,65.0,536.0,168.0,48.0,33.0,17.0,33.0,29.0,14.0,11.0,36.0,35.0,0.0,0.0,33.0,261.0,5.14,130.26,3074.0,6.26,11.21,21.06,41.75,29:58.83,0.3895,0.4286,0.8077,0.6920000000000001,0.917,1.0,12.0,396.0,106.0,137.0,18.0,435.0,2234.0,28.0,413.0,245.0,9.0,16.0,848.0,5308.0,43.0,482.0,1.0,33.0,695.0,1.0,53.0,2213.0,12.0,195.0,2.0,12.0,5.0,76.0,746.0,172.0,67.0,21.0,9.0,52.0,42.0,26.0,18.0,48.0,44.0,1.0,1.0
2020,UNLV,17.3,113.0,3.88,112.48,1115.0,4.72,7.8,19.48,39.66,29:17.83,0.3696,0.6667000000000001,0.7895,0.833,0.917,0.0,6.0,104.0,54.0,53.0,6.0,224.0,868.0,7.0,196.0,115.0,4.0,6.0,420.0,1983.0,5.0,39.0,0.0,21.0,409.0,0.0,35.0,1388.0,2.0,23.0,0.0,5.0,5.0,40.0,339.0,92.0,34.0,15.0,10.0,19.0,15.0,6.0,5.0,12.0,11.0,1.0,0.0,38.0,136.0,6.35,140.68,1363.0,7.16,4.93,23.72,41.1,30:42.17,0.4675,0.6667000000000001,0.9091,0.917,0.9640000000000001,,6.0,228.0,74.0,51.0,11.0,241.0,1530.0,22.0,163.0,99.0,2.0,6.0,404.0,2893.0,15.0,74.0,0.0,18.0,427.0,0.0,21.0,863.0,4.0,30.0,0.0,5.0,3.0,40.0,312.0,77.0,36.0,6.0,4.0,33.0,30.0,12.0,11.0,28.0,27.0,0.0,0.0
